name,rating,price,restaurant_type,address,combined_desc_reviews_type
SHIRO | Restaurant Franco Japonais Fusion,4.6,100.0,French restaurant,"168 Bd Saint-Germain, 75006 Paris 6",disappointed restaurant well compared competitor dinner shiro restaurant discovered dexception menu dish made remarkable quality dish sublimated perfect fusion french cuisine delicate asian touch le le le le le le le le le le lesto discover asian cuisine sinvite french cuisine laart de flavor dasie mix excellent sober cozy frame installed bar view chef squad preparing dish zen atmospherefine original dish filled taste bud finally selfie good meal chief dessert really delicious xa0shiroxa0 cocktail incredible also really liked slow velouté foie gras meat dish sillythere remark make one French restaurant
Brasserie Des Prés,4.7,40.0,French restaurant,"6 Cr du Commerce Saint-André, 75006 Paris 6",good time brasserie de near generous authentic kitchen without bémolnles serveruses à lécoute reactive smiling except brasserie de prés belonging new guard group real nugget nestled charming parisian passage odéon soon cozy warm decoryou wrap offering ideal setting moment must paris new guard group spoil u nugget offering classic gastronomy without forgetting modernize soup loignon dessert everything perfectlyexcellent brewery serving traditional french cuisine tourist place price really reasonable given quality food card short promise good mastery pleasant helpful personnel delicious meal mash sausage excellent parisbrest le cookie fondant praline hold promise nice place delight French restaurant
Restaurant Aux Perchés,4.8,,French restaurant,"25 Rue Servandoni, 75006 Paris 6",really liked dish offered product quality wine also good waitress nice lecoute good time warm welcome card help choice cleanliness nice achievement thedisserts dessert product product correct price come back restaurant real pearl paris quickly became favorite town make really unique incredible quality dish frankly good biggest restaurantsstar paris French restaurant
CAMILA,4.4,,Restaurant,"5 Rue Mabillon, 75006 Paris 6",creative french global dish relaxed brasserie setting aged timber large window restaurant nice decoration star asked meat baked burger rather red bother like meat excellent absolutely taste liked lunch daysnowy thank sympathetic laccueil enjoyed excellent argentinian restaurant heart saintgermande provoleta milanese beef tomato sauce mozzarella caramelized pancake dulce leche perfect dinner couple service lambing alsovery pleasant certainly come back Restaurant
Didon,4.7,,Haute French restaurant,"8 Rue du Dragon, 75006 Paris 6",laidback restaurant specializing charcoalgrilled dish amid chic simple surroundings tested lunch affordable menu 35 epd changing every week fresh well worked well worked delicious mouth hyper scented little restaurant accessible via small quiet street nice setting installed front kitchen see disappointed lambmusic adapted disappointed dish hot plate lukewarm limit meal taste returned spicy dish spicy sensitivity real crush nn loved meal restaurant table personal service theunique cuisine completely incredible dinner restaurant lon well received everything good adored entrance roasted marinated zucchini well strawberry dessert good risotto dessert kiwi Haute French restaurant
L'Atelier Roulière,4.6,,Restaurant,"24 Rue des Canettes, 75006 Paris 6",escargot beef tartare steak extensive wine list stylish brasserie rich blue tone would like thank staff much kitchen servicenun impeccable reception 8000 km taste taste beef tartare best tenderness great time restaurant meat excellent warm attentive service selection wine wasalso good calm pleasant setting allowed u take full advantage midday meal address recommend great evening new year professional sympathetic good service quantity portion fry ridiculous without beinga big eater price size meat close larnaque le tartare simply exceptional rarely found another address capable preparing much mastery flavor bite real pleasure presentation isneat Restaurant
Restaurant Georgette,4.7,,French restaurant,"44 Rue d'Assas, 75006 Paris 6",elegant restaurant menu seasonal french classic served chic dining room superb dish seasonal product elaborate kitchen comforting taste fail make meal georgette excellent card excellent tasty excellent doriginality touch special mention floating little tight dining room service isvery pro effective friendly downside plate arrived restaurant lon warmly recommended came delighted return great pleasure soon go back paris long time excellent French restaurant
La Grivoiserie,4.7,,French restaurant,"3 Rue Sainte-Beuve, 75006 Paris 6","elevated traditional dish daily fixedprice menu informal eatery terrace superb culinary discovery restaurant offer refined cuisine full flavor entrance fresh creative, especially strawberry burrata watermellash salad perfect starting meal passage grivoiserie great experience well receivedmidi menu generous tasty presentation neat magnificent discovered dish xa0maisonxa0 particularly excellent balanced fresh sausage salmon trout accompanied beautiful kitchen place appreciates tablesquickly incredible pork coast served ultra -tasty crisp melting fry tender seasonal ratatouille afar one best french cuisine experience unique location good franquette good finish subtly dosed product arevery fresh mastered cooking course choice seasonal ingredient perfect French restaurant"
La Diva des Prés,4.3,,Restaurant,"79 Rue de Seine, 75006 Paris 6","romantic restaurant lounge pinkhued furnishing lush floral accent outdoor seating great time friend lumber restaurant pleasant friendly ideal evening relaxation decoration, particular flower brought touch charm place place diva cest loubna exceptional friendly service awarm atmosphere magnificent floral vegetable wall decoration gastronomy varied good miss dish day whole bar price suitable neighborhood flavor great time everything perfect ndu servicevery pleasant lot dhumour themplacement via small dish perfect Restaurant"
Semilla,4.5,,Modern French restaurant,"54 Rue de Seine, 75006 Paris 6","contemporary intricate french cuisine mediterranean accent amid exposed duct brickwork discovered restaurant chance thanks gift made service incredible server particularly kind helpful addition great connoisseur wine dish good restaurant culinaryly speaking matte better quality servicefor type restaurant like dannonce dish ice seal white wine server announces noisy trendy address need fine, little expensive kitchen product used little little littleaffordable wine good service pleasant Modern French restaurant"
